patent_name,patent_id_str,uspto_link,patent_id,google_url
can opener,5052110,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1014&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5052110,https://patents.google.com/patent/US5052110
hand-held electric can opener,D319956,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1015&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D319956,https://patents.google.com/patent/USD319956
rechageable can opener,D319169,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1016&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D319169,https://patents.google.com/patent/USD319169
electrically powered can opener with knife sharpener,D318603,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1017&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D318603,https://patents.google.com/patent/USD318603
combination ring/can-opener,5029495,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1020&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5029495,https://patents.google.com/patent/US5029495
combined portable can opener and cleaner,D319856,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1021&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D319856,https://patents.google.com/patent/USD319856
electrically powered can opener with knife sharpener,D317552,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1023&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D317552,https://patents.google.com/patent/USD317552
hand-held can opener,5024704,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1025&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5024704,https://patents.google.com/patent/US5024704
tear top can opener,5018409,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1026&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5018409,https://patents.google.com/patent/US5018409
motor-driven can opener,4995164,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1029&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,4995164,https://patents.google.com/patent/US4995164
can opener and night light appliance,5979308,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1030&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5979308,https://patents.google.com/patent/US5979308
can-opener,D311481,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1034&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D311481,https://patents.google.com/patent/USD311481
fixed yet pivotable knife or tool,4961239,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1036&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,4961239,https://patents.google.com/patent/US4961239
combination pop-top can and bottle opener having engaging lip,494960,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1040&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,494960,https://patents.google.com/patent/US494960
can opener,D309245,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1041&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D309245,https://patents.google.com/patent/USD309245
can opener,4941262,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1042&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,4941262,https://patents.google.com/patent/US4941262
can opener,D309086,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1043&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D309086,https://patents.google.com/patent/USD309086
can opener,D309085,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1044&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D309085,https://patents.google.com/patent/USD309085
aerosol can opener,4934055,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1051&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,4934055,https://patents.google.com/patent/US4934055
can opener,D308468,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1052&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,D308468,https://patents.google.com/patent/USD308468
can opener,D308159,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1054&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,D308159,https://patents.google.com/patent/USD308159
lift tab can opener,D307861,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1055&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,D307861,https://patents.google.com/patent/USD307861
electrically driven can opener,4922617,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1057&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,4922617,https://patents.google.com/patent/US4922617
can opener,D306548,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1064&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,D306548,https://patents.google.com/patent/USD306548
can opener,4901441,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1068&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=22&OS=%22can+opener%22&RS=%22can+opener%22,4901441,https://patents.google.com/patent/US4901441
